"subst_id","lon","lat","point","polygon","voltage","power_type","substation","osm_id","osm_www","frequency","subst_name","ref","operator","dbahn","status","otg_id"
"827","8.46742564721924","49.547599640378","0101000020E6100000903C186A52EF2040C65CB9BE17C64840","0103000020E6100000010000000F00000071B4CAEFF5EE2040874826B104C648405394D8CEF6EE204046BD979E0EC64840C1A58A57FCEE2040DA3B5D6336C648400D0BF4135AEF204008A91D1636C6484057B4077D58EF20402348D80929C64840FDE949A175EF2040192366F128C64840A0732DB674EF2040E5A97B8421C648405D28FF6588EF2040D144597421C64840BFDBB1F988EF20406CC7772C26C648402D40FF8CB2EF20401786BB0A26C64840F8156E41B1EF204068ABC924FAC548405B97C7CCA6EF20405DB40235F8C54840ED2764E374EF20401BDCC1D1F7C5484060F6B2CB76EF2040834FFC4904C6484071B4CAEFF5EE2040874826B104C64840","110000","substation","NA","w115721651","http://www.osm.org/way/115721651","NA","Umspannwerk 4","NA","MVV Energie AG","no","2","26297"
"1029","6.3216865131192","50.8370075143987","0101000020E61000001EA57530684919409F6CEE0F236B4940","0103000020E61000000100000009000000251FEF0E17461940731174571F6B494051CF530919461940AFF7A312256B49408DE2D90C38461940D3C8233A256B49400AD29EAF38461940920692AC2C6B494055FD232B964C194026AA8F0D2A6B4940C103B3EF994C1940D631715D196B4940F76D5076714619401727D8F41B6B494047ADB01E704619405A36F42F1F6B4940251FEF0E17461940731174571F6B4940","110000","substation","NA","w115808262","http://www.osm.org/way/115808262","NA","NA","NA","NA","no","2","26298"
"2454","14.5074983394987","51.7912113213899","0101000020E6100000C4D785D2D6032D401FCC9E6946E54940","0103000020E6100000010000000500000001A432926A032D403397F41843E54940E950E182A2032D405513891555E5494094203E8041042D40ECB5A80A4AE549404FD622840C042D406E65739A37E5494001A432926A032D403397F41843E54940","110000","substation","distribution","w115925868","http://www.osm.org/way/115925868","50","NA","NA","NA","no","1","26301"
"2455","14.5166193574537","51.8443372353027","0101000020E6100000EF7C195582082D40C235163E13EC4940","0103000020E6100000010000000700000074523C8046082D403476FDE927EC49405E4C85CBB8082D408C66942528EC494096DAEF71BC082D40CFAB5452FDEB494030DAA28381082D40BC6E2333FDEB4940698F5D4A81082D4009E32DDDFFEB494046F05DEA49082D405364D9BFFFEB494074523C8046082D403476FDE927EC4940","110000","substation","transmission","w115930841","http://www.osm.org/way/115930841","50","NA","NA","NA","no","1","28253"
"3436","9.7203728535856","47.5521232379556","0101000020E61000001927EEB5D4702340C13069F9ABC64740","0103000020E610000001000000070000005C211BA2AA7023407E074DF6BBC64740D6C112D4087123408A85F81DBCC6474025CFFF9709712340D77B0A7DAEC6474089C54984F3702340DCE3E273AEC64740C7C2BDB7F47023403A8A33B999C6474087D17F9CAC702340E8AA319B99C647405C211BA2AA7023407E074DF6BBC64740","110000","station","NA","w116021711","http://www.osm.org/way/116021711","NA","Umspannwerk Lindau","NA","NA","no","2","26302"
"368","10.0244693749856","47.5731531550434","0101000020E610000040A2FA3F870C2440634124155DC94740","0103000020E6100000010000000700000095C2334B280C24402506C98958C9474002277470580C2440F10909D46AC9474042BEE8A0E80C2440D439720860C94740F22BFA5BBF0C2440D0FD315A50C94740BB8275AD780C2440ABA113A655C94740FF0A20CA710C24409C8A080953C9474095C2334B280C24402506C98958C94740","110000","station","NA","w116024069","http://www.osm.org/way/116024069","NA","Umspannwerk Zell","NA","NA","no","2","26303"
"2081","7.80718644739503","51.7064709037471","0101000020E6100000255885158F3A1F40AA9579A36DDA4940","0103000020E6100000010000000C000000BD934D8D6D391F40EDA693106BDA4940D421B49AF4391F405D5DFAC175DA49407667FA704C3A1F40FBA63A4C71DA494081EAEF25F93A1F401A71F3FC7DDA4940FB8B071A083B1F40A42753077DDA49402D469660473B1F409F6E83F578DA49405470BF3B7D3B1F403F3B52786FDA4940CE61B7F4E53A1F402E021DA263DA49400182453E963A1F40160C20DC5DDA49408CC04C30FE391F4017D04A3568DA4940AE18DA2FD1391F4083445FFA63DA4940BD934D8D6D391F40EDA693106BDA4940","110000","station","NA","w116066366","http://www.osm.org/way/116066366","NA","NA","NA","Stadtwerke Hamm","no","1","26304"
"369","10.2797734279064","47.5245553060212","0101000020E6100000B34B76763E8F2440EE26D6A024C34740","0103000020E61000000100000005000000234F22BC288F2440C51F4AC724C3474013985254308F2440A6854C5C27C34740A327C23A548F24409B31DF7524C34740F02999A84C8F244046007AE721C34740234F22BC288F2440C51F4AC724C34740","110000","station","NA","w116237764","http://www.osm.org/way/116237764","NA","NA","NA","NA","no","2","26305"
"2230","6.82322887960058","51.0883867532758","0101000020E61000006807EC82FC4A1B40145CD341508B4940","0103000020E6100000010000000A000000B144A5316C4A1B40306EDB0B528B4940BBA79282A34A1B40945BD333558B49406468FE21BF4A1B409B3A6737528B4940FF97D725274B1B4017ADC726588B4940383C6E783B4B1B402CD8144F598B49401705160D884B1B40DBA46B09518B494038CEB865D44A1B401307C2C9468B4940CF637790BA4A1B40752F8A93498B4940E0C7B85B884A1B402FE8B4014F8B4940B144A5316C4A1B40306EDB0B528B4940","110000","sub_station","NA","w116260544","http://www.osm.org/way/116260544","NA","Station Jussenhoven","NA","NA","no","2","26306"
"507","11.0555239016381","47.7883916833963","0101000020E61000001E5DFBA06D1C26400C50C804EAE44740","0103000020E610000001000000050000005EFED7D4F11B2640D1E68149E5E4474097B64DE1BB1C2640BE0F03D0FAE44740FB20686CE91C26404C1122C0EEE44740620EF6621F1C26409BEA9639D9E447405EFED7D4F11B2640D1E68149E5E44740","110000","substation","transmission","w116345061","http://www.osm.org/way/116345061","50","Umspannwerk Peißenberg","NA","NA","no","1","28391"
"508","10.9286719138842","47.9037436204099","0101000020E61000004BB195E27ADB254085D0F6DEADF34740","0103000020E610000001000000070000002B05171E50DB2540D871FCF3AEF34740E8A8B7EB7EDB2540479A53E6B2F34740E42897588FDB254037C36041B4F3474086C899ABA5DB2540809A49C7ACF34740428386E795DB25404AE25375ABF34740CDA4197166DB254000C1E379A7F347402B05171E50DB2540D871FCF3AEF34740","110000","substation","NA","w116353212","http://www.osm.org/way/116353212","NA","NA","NA","NA","no","2","28179"
"509","10.8266703458842","47.7157377294543","0101000020E6100000A34AE85541A725407C423E4B9DDB4740","0103000020E61000000100000005000000B1F261F223A725405FF466E3A1DB4740C639630D40A725404B47830AA4DB4740078A7FB95EA72540157D66B298DB4740F2427E9E42A7254061D04C8C96DB4740B1F261F223A725405FF466E3A1DB4740","110000","substation","NA","w116394876","http://www.osm.org/way/116394876","NA","Staustufe 3","NA","NA","no","2","26307"
"510","10.7975595834113","47.6914493399003","0101000020E6100000D6B9CEBA5998254035DB766981D84740","0103000020E61000000100000005000000F567114509982540597D4AA77DD8474053632FB132982540A77DD9688DD84740603AFA0EA7982540DFDBE29D85D847408A3E0D688498254047B3BE4B75D84740F567114509982540597D4AA77DD84740","110000","substation","NA","w116395824","http://www.osm.org/way/116395824","NA","NA","NA","NA","no","2","26308"
"1667","9.42030270560729","54.7730006685585","0101000020E6100000DD018EEA31D722405D9F97AFF1624B40","0103000020E6100000010000000B000000505705A5E9D6224019EBA5D4EF624B409959C236EFD6224098F8580FF1624B403768731431D72240C079A597FF624B4057A9B4A542D72240039DE00300634B40D2B386E28CD7224066EA4007FA624B40FBB7993B6AD72240A4451A1BF2624B40F86FFAAA5BD722402608C0E4F0624B4082D4171F1CD72240F53CB103E0624B40F39255E7E9D622407D711055E4624B40115476E50BD722408B8E52EAEC624B40505705A5E9D6224019EBA5D4EF624B40","110000","substation","distribution","w116545079","http://www.osm.org/way/116545079","50","NA","NA","NA","no","2","26310"
"3437","8.9239021696489","48.3534459926134","0101000020E6100000DFB086B409D921409B96E1B73D2D4840","0103000020E6100000010000000500000045354DA6BFD821409979517B3C2D4840FAC28D0FF8D821403A6C00BB492D4840003C80C253D9214067D5C9F43E2D48404CAE3F591BD92140E21595B4312D484045354DA6BFD821409979517B3C2D4840","110000","station","NA","w116613615","http://www.osm.org/way/116613615","NA","Umspannwerk Weilheim","WHEIM","NA","no","2","26311"
"1030","6.16861241341818","50.9116455372239","0101000020E6100000AC5285BBA8AC1840E1F50BCDB0744940","0103000020E6100000010000000A000000466A2ABB11AC184017F390D6AA7449401308324922AC18406835D3ECB37449401E3FE11D2BAC1840D88A868BB97449407E91759CF3AC1840F80A5478B7744940F769D4F43FAD184085890CB5B6744940CD071DA92FAD1840A88FADA2A9744940CEE6F48209AD18400A10D508AA74494051EC198A00AD1840B45561FCA8744940B0B0D6B5F9AC18408BEC8B30A8744940466A2ABB11AC184017F390D6AA744940","110000","sub_station","NA","w116662430","http://www.osm.org/way/116662430","NA","NA","NA","NA","no","2","26312"
"511","10.8985088167033","47.8064002972877","0101000020E610000020D1FD5809CC2540EA2AFC1F38E74740","0103000020E61000000100000005000000654444CCD6CB2540BCF3D10B36E74740E2FB94DAEFCB2540BFBED7BE3FE747403A0295E43BCC254078FA30343AE747405CF047D922CC25409E1D298130E74740654444CCD6CB2540BCF3D10B36E74740","110000","substation","NA","w116676137","http://www.osm.org/way/116676137","NA","NA","NA","NA","no","2","26313"
"231","6.97724446288082","51.0114454151368","0101000020E6100000B614C1C5B2E81B40CED9190B77814940","0103000020E6100000010000000A0000009DECFD615DE81B40A3A895ED79814940F0DB8AB3FBE81B40B237B1357C81494060F85F0003E91B4093251F1179814940CFBB7EB609E91B40EEACDF2F76814940054BFCB0C4E81B40E181BF3175814940DEBBF394CEE81B4011B699F270814940D81596359AE81B40298DA23170814940FEA49E5190E81B400EBDD56F74814940B917F96A6BE81B402A86C3E7738149409DECFD615DE81B40A3A895ED79814940","220000","substation","transmission","w116701004","http://www.osm.org/way/116701004","NA","Station Bayer X 36","NA","NA","no","2","28160"
"2978","10.1571957381145","51.3827893583632","0101000020E6100000728BB4F57B502440A2B6DF3DFFB04940","0103000020E6100000010000000800000078998A08ED4F2440871EBBF300B149403A52442E755024400D9AE15315B149404DEBB3230B512440B619B2EEFCB049402BBCB6C895502440B1BFFB5EEBB04940015AFF7C85502440BF9FA505EEB04940E1CA1DAB7B50244026B0DD8DECB04940C52A3FAF72502440DC182035EBB0494078998A08ED4F2440871EBBF300B14940","110000","substation","distribution","w116749730","http://www.osm.org/way/116749730","50","EON","NA","NA","no","1","26314"
"2456","14.4289499268303","51.1609423518236","0101000020E61000002CB726539FDB2C40D8CF4CC299944940","0103000020E610000001000000060000002D85501166DB2C40B348AAF79C944940B19F7494C3DB2C40DEEB07D3A194494072DF7C2DCFDB2C40053DD1799B9449403C8E8E53D8DB2C406BED6AC196944940B541F7EB7CDB2C403F99B084919449402D85501166DB2C40B348AAF79C944940","110000","substation","distribution","w117173706","http://www.osm.org/way/117173706","50","Umspannwerk Bautzen-Süd","NA","NA","no","1","28324"
"1668","8.6208476614536","53.5109361039588","0101000020E61000008C7BA3BEDF3D2140A46CB05A66C14A40","0103000020E610000001000000050000002A6CA169253D21406BBA970C66C14A40F844D8D1E73D2140ECA27C847DC14A401315D0519A3E2140004BF6B467C14A4059E25EB9D73D214050DC00AB4EC14A402A6CA169253D21406BBA970C66C14A40","110000","substation","transmission","w117216153","http://www.osm.org/way/117216153","NA","Surheide","NA","EON_Netz","no","1","26316"
"2231","7.66965818000363","51.5418570445192","0101000020E61000003875BADFBAAD1E40A0A856925BC54940","0103000020E61000000100000009000000C64F3E3C3FAD1E40A3D9C6E168C549405B1A044701AE1E40E81236A569C549408C87F83206AE1E405087368367C5494073F737C52AAE1E40974F1F2B5EC549404C3BC4FC5BAE1E40CF33761050C54940E22C990455AD1E407059D4B24EC54940EDF465964CAD1E40A019118E50C54940C7019EFB46AD1E405BCB8E1153C54940C64F3E3C3FAD1E40A3D9C6E168C54940","110000","substation","distribution","w117721090","http://www.osm.org/way/117721090","NA","UW Alter Hellweg","NA","NA","no","1","28071"
"2979","10.5402637300657","52.0162573976894","0101000020E6100000C5B197729D14254070B2EFB814024A40","0103000020E61000000100000006000000DFB6EEE06014254030CD2F061E024A40195577159214254030CD2F061E024A40852880A1E0142540E172DA301E024A40C9BB4014E2142540B2BC2C860F024A40105656B163142540427257BD07024A40DFB6EEE06014254030CD2F061E024A40","110000","substation","NA","w117736732","http://www.osm.org/way/117736732","50","NA","NA","EON_Netz","no","1","26317"
"512","11.0631738676702","47.4806821142185","0101000020E6100000EC353F5358202640962BD4FD86BD4740","0103000020E6100000010000000800000035893ED71E2026400FE8B2CE89BD474072B80B132B20264012DED98D8BBD47404B7C91935F202640F32B561F91BD474092F81F74922026403B0801F284BD47402E468034492026402B42A84D7CBD47408053944236202640F60FF9C280BD4740E59C7939442026402C54BCF582BD474035893ED71E2026400FE8B2CE89BD4740","110000","substation","NA","w118029157","http://www.osm.org/way/118029157","NA","Umspannwerk Garmisch/West","NA","Bayernwerk","no","1","27640"
"10","13.2107046626791","52.5292441324833","0101000020E6100000A8A4467BE16B2A40CD4E9045BE434A40","0103000020E61000000100000009000000DD1A46ABCC6B2A40035F5ADDBB434A4089A965B0D66B2A40177311EEC1434A4076CB2B4CEF6B2A408AE7840CC1434A409828B415EE6B2A4071797A51C0434A40F0BAE380F66B2A40D304B601C0434A40F5451A6AEE6B2A40E96C6416BB434A40462CD1E9E56B2A403557096DBB434A4082C56BC2E46B2A404BA9D6DFBA434A40DD1A46ABCC6B2A40035F5ADDBB434A40","110000","substation","NA","w118032545","http://www.osm.org/way/118032545","50","Umspannwerk Tiefwerder","NA","Vattenfall Europe AG","no","1","28158"
"3290","9.10875047690188","52.5773993122112","0101000020E6100000986F7B24AE3722400A577D38E8494A40","0103000020E61000000100000006000000F0227A237737224077BED95DE7494A40606084049E3722404C9B4888F0494A40928FF63DD8372240DD91EA25EB494A401D368B48D1372240391B16C9E2494A407BD3F753CE372240F4444B3FDF494A40F0227A237737224077BED95DE7494A40","60000","substation","distribution","w118282310","http://www.osm.org/way/118282310","50","Wasserkraftwerk Landesbergen","NA","EON_Netz","no","1","26318"
"2232","6.99829432603903","51.1922185858473","0101000020E6100000E27A28DE40FE1B40DDF25D9E9A984940","0103000020E6100000010000000E0000005705DC5D9DFD1B4062AFFA78A29849402BCE355E11FE1B40A799057DA8984940D02AC8A22AFE1B405718219FA5984940D6776F6B5EFE1B40FBBCB720AE984940572FDA556AFE1B4014B1E0C8AD984940D4826BE573FE1B401DF90982AD984940EC6BE2E94FFE1B4050AD2B9DA798494076A8820D6AFE1B40E751C0D0A4984940F927933F81FE1B4005C8803AA69849406FBD5A3FE4FE1B408CD3C7F79B9849409D57AD69C8FE1B40AD519200939849401EC3C40537FE1B407F8DB17A8A9849408002A7FAF3FD1B402885AE4E8D9849405705DC5D9DFD1B4062AFFA78A2984940","110000","station","NA","w118856108","http://www.osm.org/way/118856108","NA","Station Haan","NA","RWE","no","2","26319"
"2233","7.11133712935879","51.691323980682","0101000020E6100000C4B4455C02721C4021FCDF4D7DD84940","0103000020E61000000100000006000000ECD191599A711C40788D0CDD83D8494013B810882F721C402A4300BA84D84940A06EB6B25C721C400EBEDDFB84D84940223144616A721C400D4760BE76D8494031491802A8711C40FD618E9F75D84940ECD191599A711C40788D0CDD83D84940","110000","substation","NA","w118923750","http://www.osm.org/way/118923750","NA","Auguste Victoria","NA","RWE","no","1","26320"
"232","7.31784994441931","52.4691114886784","0101000020E6100000EE43B1747A451D409D0663D80B3C4A40","0103000020E61000000100000005000000387F8668B0441D4008704D02113C4A40F8E4A48314451D40549258E0193C4A4014EBDD8146461D40D3F5D9DD063C4A405EF4D561D9451D40A52F2FDFFD3B4A40387F8668B0441D4008704D02113C4A40","220000","substation","industrial","w118928165","http://www.osm.org/way/118928165","50","Benteler Stahlwerk","NA","NA","no","2","26321"
"3291","9.21050701173705","52.6881343560213","0101000020E610000089FA3593C76B2240C32E5DC914584A40","0103000020E6100000010000000B0000001E01FFD89F6B22402AFCEE7A0D584A40E64B4412A06B224029A8B19D0F584A40694B4E8DBA6B22401780944620584A403A696940C16B2240F953490A20584A40B047D6B6F06B2240A9A61E601E584A40AE2694B4D76B22404AD0270A0F584A40D5FD2185E96B2240E71D28E50E584A4034CD0175E46B2240A47DFB510A584A4063513561B16B224013A4551C0B584A4024226825A56B224005DFEBDE0B584A401E01FFD89F6B22402AFCEE7A0D584A40","110000","substation","distribution","w118978994","http://www.osm.org/way/118978994","NA","Wasserkraftwerk Drakenburg","DRAK","EON","no","2","26322"
"11","13.2790121208469","52.4368191653382","0101000020E61000003A733CADDA8E2A4066B2BEB0E9374A40","0103000020E610000001000000070000003D54A321D28E2A40FC294F69E9374A40B4B83E49D48E2A40D826CA96E9374A40AEFB947BDE8E2A4040872A6FEA374A408C5079DFE08E2A400F2CB3A1EA374A40F20E4F37E38E2A40029B2EF8E9374A4040B87C7CD48E2A408B8FCABFE8374A403D54A321D28E2A40FC294F69E9374A40","110000","substation","distribution","w119055662","http://www.osm.org/way/119055662","50","NA","NA","Vattenfall","no","1","27636"
"828","8.13012345185677","49.1877234852862","0101000020E6100000BC55848A9F42204064FFBA5207984840","0103000020E6100000010000000700000006E2279450422040F3EB545BFF974840431CFEB76B4220400273117D0F9848401550451783422040030DA6C010984840BDA6C93DB94220409C35C2AD13984840C75757CFE84220408226511F12984840FBD59679C54220401E9D8C07FA97484006E2279450422040F3EB545BFF974840","110000","substation","transmission","w119109864","http://www.osm.org/way/119109864","NA","NA","NA","NA","no","2","26323"
"1933","7.37760534047689","49.2586303253341","0101000020E6100000A49270F9AA821D4031886ACC1AA14840","0103000020E61000000100000005000000F69D26FC19821D40C22CA1D725A14840A85050B700831D404E8B6FDF29A1484038DAB17F41831D40DC96352110A14840783349FE4E821D408659B2CA0BA14840F69D26FC19821D40C22CA1D725A14840","110000","substation","NA","w119253879","http://www.osm.org/way/119253879","NA","NA","NA","Pfalzwerke AG","no","2","26324"
"1934","7.33353317945414","49.2512822790269","0101000020E6100000B28BC7B889551D400E3E89042AA04840","0103000020E610000001000000090000006112015EE8541D4007CF852B28A04840D7007FF44B551D40EAF5E70130A04840BBEBAF974E551D401A77319E35A048409303E4765E551D40022F013639A0484034F1799C73551D4048F094703BA04840A7711BD683551D407C5342DC39A04840761806A434561D40D55665AC28A0484049E5DFAC6B551D40BC439B021BA048406112015EE8541D4007CF852B28A04840","110000","station","NA","w119253935","http://www.osm.org/way/119253935","NA","NA","NA","NA","no","2","26325"
"2234","7.26908089881717","51.652269822278","0101000020E6100000999771F189131D40096DD9937DD34940","0103000020E6100000010000000700000043975471D4121D40780E2D4782D34940D9975BFA15141D403A5CCFFA87D34940D1497A933E141D40FAC92A9378D3494099F5D0737D131D40D982226D75D34940987BE5485D131D40881F54FE74D34940CEE92DAFF8121D405939E2A373D3494043975471D4121D40780E2D4782D34940","110000","substation","distribution","w119312270","http://www.osm.org/way/119312270","50","Station Erkenschwick","NA","RWE","no","1","26326"
"370","9.91191379272295","49.5848172795157","0101000020E61000006508595DE6D22340E9D3E84ADBCA4840","0103000020E610000001000000050000001C6D245DC3D2234034F4B804D8CA484027AFDC19DBD22340647F5595E1CA4840FC35D95F09D32340FA37F090DECA4840B5A8199DF1D22340F17D5200D5CA48401C6D245DC3D2234034F4B804D8CA4840","110000","station","NA","w119401616","http://www.osm.org/way/119401616","NA","NA","NA","NA","no","2","27803"
"2036","7.70762982364224","49.3239084791271","0101000020E6100000E4DE98E99CD41E40C25F42D575A94840","0103000020E610000001000000070000009F7DDD65FBD31E40F2A219A070A9484022B9290F7FD41E40CB26675383A94840B93569B53BD51E40DFF8A25B7BA94840592F288510D51E4042BF411074A94840C52AAE6105D51E40979B692F72A94840BF631B6EB1D41E406A0D255E68A948409F7DDD65FBD31E40F2A219A070A94840","110000","substation","distribution","w119522657","http://www.osm.org/way/119522657","NA","Geiselberg","NA","Pfalzwerke Netz AG","no","2","26327"
"2037","7.73903427011676","49.4401225628604","0101000020E61000004D195366C5F41E40CBDBA6EF55B84840","0103000020E6100000010000000D000000EA561E1A3EF41E405335243558B84840BC580C714AF41E40859E33CE60B84840F4FA55D103F51E4045EBBB3063B84840E4C38C2008F51E4035F6B45562B8484014C18B7544F51E40D772446653B848409BE7FFEC4DF51E403CE8DBE450B848401A25723E40F51E406296CC8550B8484000B7062735F51E400175703550B84840E0A110804BF51E401EC8048C4AB848409163DD07F7F41E40578C774248B84840B8C7C7696FF41E403B4AA6024DB848408671F8A13FF41E40F7D44D7456B84840EA561E1A3EF41E405335243558B84840","110000","substation","distribution","w119522664","http://www.osm.org/way/119522664","NA","NA","NA","NA","no","2","26328"
"2082","8.17510442593082","51.3627653253663","0101000020E6100000F5838D49A759204014491C186FAE4940","0103000020E61000000100000006000000B486288039592040342CFB1273AE4940F7552B21A4592040CE3B03F27EAE494008232735AD592040F11851567DAE494010599C6B125A20408D8C0ABF6BAE49400B870090AF5920405AC002D05EAE4940B486288039592040342CFB1273AE4940","110000","station","NA","w119560027","http://www.osm.org/way/119560027","NA","Station Freienohl","NA","RWE","no","2","27652"
"1209","11.3557022793872","51.7895681375325","0101000020E61000006529F29B1EB626403355989110E54940","0103000020E6100000010000000A000000B60D42BCA1B526406420C6AB1CE549401C138A7408B626406DBFEB981EE549408D39555567B6264012BA5FD420E5494054C109ED7AB626400BD449241FE54940CBD7F7658BB6264097E26FF71FE5494014BE6DBFA3B626402BC4DF3624E549409091F897B0B6264085FED7F724E549407845E2D675B626405145627901E54940001B15A4AFB52640FC63E614FFE44940B60D42BCA1B526406420C6AB1CE54940","110000","substation","distribution","w119612646","http://www.osm.org/way/119612646","50","NA","NA","enviaM","no","1","26330"
"371","10.1113611229506","47.9179954269027","0101000020E6100000A63C3A53043924405B36C8DF80F54740","0103000020E610000001000000060000002C233B2FDC382440D9E07EFD81F547402571A7B7EE3824403989644885F54740FDEC9A150E39244057C74A3E85F54740091326762B392440804B759A80F54740B4F500480A39244020D668B47AF547402C233B2FDC382440D9E07EFD81F54740","110000","substation","NA","w120078101","http://www.osm.org/way/120078101","NA","NA","NA","NA","no","2","27706"
"372","10.1905543187157","47.8397015557593","0101000020E6100000A9FDED5590612440783130577BEB4740","0103000020E61000000100000005000000A80657E97D6124406EC475E27BEB474031B8E76D8C61244023485F697EEB474072FDEDC3A261244093BF42CB7AEB47404AA6593C946124406FD95B4578EB4740A80657E97D6124406EC475E27BEB4740","110000","substation","NA","w120113915","http://www.osm.org/way/120113915","NA","NA","NA","NA","no","2","26331"
"829","8.28628982365737","48.9186155182724","0101000020E610000070926B9494922040044A7C3195754840","0103000020E610000001000000070000005ED07ACD269220408F4A3A6093754840789C97455E922040009FFFBEA4754840A70364378D922040F1019AE3A0754840753671F800932040A2246D1D977548408236D968CC92204016C7B0838575484048E6F0749392204054722F588A7548405ED07ACD269220408F4A3A6093754840","110000","substation","NA","w120133611","http://www.osm.org/way/120133611","NA","NA","NA","NA","no","2","26332"
"2083","8.03441137971448","50.9136919984055","0101000020E6100000C4F74C5E9E11204060E201DCF3744940","0103000020E6100000010000000700000035ADD4B661112040D359DE09F37449401792D0F194112040048F83E8FC744940894FEEF7B1112040A06BC2F0FE74494053F8E491DE1120402497BD23F074494009D5F26BB911204098ACC04FEE744940CD0404C183112040F55BB377E974494035ADD4B661112040D359DE09F3744940","110000","substation","distribution","w120274740","http://www.osm.org/way/120274740","50","NA","NA","NA","no","1","28111"
"2457","14.2132072458927","51.0164049838601","0101000020E610000050C20880296D2C40D195FA8E19824940","0103000020E61000000100000006000000BAA5FD1FE86C2C4049F0FB7E17824940B6A5E343F56C2C402764AE5E22824940CD447B33616D2C40B86BE71A2082494006C8DCF1556D2C4062A0789B0D8249406B01BE36296D2C40E42291A211824940BAA5FD1FE86C2C4049F0FB7E17824940","110000","substation","distribution","w120294826","http://www.osm.org/way/120294826","50","Umspannwerk Neustadt/Sa.","NA","NA","no","1","26333"
"1210","11.1596743551872","52.8380602185848","0101000020E6100000E3134BD6C05126404073A78E456B4A40","0103000020E610000001000000080000004E93E3993A51264034371EEA4D6B4A409CE728E2AC512640539E324B556B4A40234B1926C35126406885D27F566B4A40E8B559553F5226405B556F173D6B4A405DAC258EE75126400EDFFD5C336B4A402F3A4346B0512640D97C637A3C6B4A40F40A90E696512640D608797B3B6B4A404E93E3993A51264034371EEA4D6B4A40","110000","substation","distribution","w120518994","http://www.osm.org/way/120518994","50","Umspannwerk Salzwedel","NA","E.ON Avacon AG","no","1","26334"
"830","8.34824702142711","49.6954080094315","0101000020E6100000EEEAFF6E4DB2204039F1302103D94840","0103000020E6100000010000000A000000A3736027F7B12040942ACD1EFBD84840938A2A49FAB120408E8BE6570AD94840AA49D70AD5B22040ACEF009A0CD948402A4FE235D9B220401885B19506D94840282FC0F570B22040F2C4B8AB05D94840854C264A71B22040831FC84F03D94840BF0C04D572B22040D26FD84EF8D848402147F86DFDB120406A962BE1F7D848400427064DFEB1204030BC7A04FBD84840A3736027F7B12040942ACD1EFBD84840","110000","station","NA","w120598843","http://www.osm.org/way/120598843","NA","Umspannwerk Osthofen","NA","NA","no","2","26335"
"1468","9.13269455907018","49.239534651355","0101000020E61000008E208F8AF043224006EA4A12A99E4840","0103000020E6100000010000000A000000C657033E7543224010C9289CA89E4840DF0DF4099C4322405CC63D5AAB9E48405BA2C2913A4422403B850E90B69E4840974673C0414422403B850E90B69E4840B6A3E1AD4D442240C9247CE6B79E484026083CAF70442240B8702E3FAB9E4840087479EF2D4422402FFF2B49A79E4840B045090335442240ECB59C04A59E4840226F4E069943224001D0B42E9A9E4840C657033E7543224010C9289CA89E4840","110000","substation","transmission","w120678988","http://www.osm.org/way/120678988","50","Station Wimpfen","NA","RWE","no","1","26336"
"233","7.40354443536363","51.6444494763633","0101000020E6100000777AA1C03A9D1D40C97308527DD24940","0103000020E6100000010000000600000077CE52AD289B1D4086B14B1776D24940F5487580F39C1D405DF950B3A6D249406631FFD14C9F1D4016D1668D84D249402902E404829D1D409499A0F053D2494083419FAF529D1D401AD681A056D2494077CE52AD289B1D4086B14B1776D24940","380000","substation","transmission","w121199242","http://www.osm.org/way/121199242","50","Station Lippe","NA","RWE","no","2","26337"
"2235","7.5104118698472","51.6016666572439","0101000020E610000090EFC168A90A1E4069FABB6903CD4940","0103000020E61000000100000005000000F70E60D9750A1E4073592ABA09CD4940E472832FD40A1E4024EC741C0ACD4940741324F8DC0A1E40AEB84D19FDCC494089AF00A27E0A1E40A6ED02B7FCCC4940F70E60D9750A1E4073592ABA09CD4940","110000","station","NA","w121199248","http://www.osm.org/way/121199248","NA","NA","NA","RWE","no","2","26338"
"2236","7.53111326301314","51.595438233435","0101000020E61000000674BC27DC1F1E401AB2ED5137CC4940","0103000020E6100000010000000B0000006E595BF6FB1E1E40B916DA5F34CC4940D7AB309BA31F1E40FC59D5E444CC49409A33BEE8CA1F1E40C8123F6A45CC4940266E386476201E40E0C45AC441CC4940F90B673C73201E404999FEA340CC4940B6AA19AE6F201E408C8B55633FCC49408BEE7E9BB4201E402DC5695D3ACC4940B07FBACD12201E40592F0D6728CC49402801BDEFB21F1E4095312BE52BCC49405E63CF3D951F1E40B3AD238429CC49406E595BF6FB1E1E40B916DA5F34CC4940","110000","substation","distribution","w121199256","http://www.osm.org/way/121199256","50","Station Sedanstraße","NA","RWE","no","1","26339"
"12","13.1926947432007","52.5288859373376","0101000020E6100000E350A8E2A8622A40F716CE88B2434A40","0103000020E610000001000000090000004F705D3099622A4003881280B5434A400F9A2CAF9A622A40B635ADDCB5434A40DA05C158AD622A40383DEC84B6434A40DCE993FCB2622A400593F6E5B2434A40C4915491B8622A40E531AB4AAF434A40575952E8B6622A4007B7A4DCAE434A4060C868E3AD622A40D2F9EA91AE434A4064213956A1622A40620A13D0AF434A404F705D3099622A4003881280B5434A40","110000","substation","transmission","w121486033","http://www.osm.org/way/121486033","50","Umspannwerk Spandau","NA","BVG","no","1","26340"
